TransactionID,UserID,TransactionAmount,TransactionDate,Location,Device,IsFlaggedFraud
1021,1928,5.94,2024-01-01 17:00:00,Chicago,Desktop,0
1022,1609,94.68,2024-01-01 17:01:00,Chicago,Tablet,0
1023,1104,38.05,2024-01-01 17:02:00,Los Angeles,Desktop,1
1024,1098,31.87,2024-01-01 17:03:00,New York,Desktop,0
1025,1510,198.42,2024-01-01 17:04:00,Los Angeles,Desktop,1
1026,1384,67.43,2024-01-01 17:05:00,Seattle,Mobile,0
1027,1404,6.28,2024-01-01 17:06:00,San Francisco,Mobile,0
1028,1822,70.64,2024-01-01 17:07:00,Los Angeles,Tablet,0
1029,1517,5.0,2024-01-01 17:08:00,Chicago,Desktop,0
1030,1475,1.39,2024-01-01 17:09:00,New York,Mobile,0
1031,1976,25.84,2024-01-01 17:10:00,San Francisco,Desktop,0
1032,1708,252.4,2024-01-01 17:11:00,Chicago,Desktop,0
1033,1862,9.61,2024-01-01 17:12:00,San Francisco,Desktop,0
1034,1644,55.84,2024-01-01 17:13:00,Chicago,Desktop,0
1035,1869,9.52,2024-01-01 17:14:00,Chicago,Mobile,0
1036,1770,64.51,2024-01-01 17:15:00,Chicago,Tablet,0
1037,1436,35.2,2024-01-01 17:16:00,Austin,Desktop,0
1038,1022,56.97,2024-01-01 17:17:00,Houston,Tablet,0
1039,1996,11.34,2024-01-01 17:18:00,New York,Desktop,0
1040,1564,68.45,2024-01-01 17:19:00,Seattle,Desktop,0
1041,1676,271.52,2024-01-01 17:20:00,Austin,Desktop,1
1042,1713,54.78,2024-01-01 17:21:00,Houston,Desktop,0
1043,1457,34.01,2024-01-01 17:22:00,San Francisco,Desktop,0
1044,1082,128.31,2024-01-01 17:23:00,Houston,Mobile,0
1045,1144,0.8,2024-01-01 17:24:00,Houston,Mobile,0
1046,1084,65.45,2024-01-01 17:25:00,Austin,Mobile,0
1047,1077,109.8,2024-01-01 17:26:00,New York,Desktop,0
1048,1456,3.18,2024-01-01 17:27:00,Los Angeles,Mobile,0
1049,1877,29.9,2024-01-01 17:28:00,Houston,Mobile,0
1050,1000,11.45,2024-01-01 17:29:00,Los Angeles,Tablet,0
1051,1050,41.8,2024-01-01 17:30:00,Los Angeles,Desktop,1
1052,1684,52.43,2024-01-01 17:31:00,Chicago,Tablet,0
1053,1716,18.02,2024-01-01 17:32:00,Los Angeles,Mobile,0
1054,1771,30.81,2024-01-01 17:33:00,San Francisco,Mobile,0
1055,1445,16.38,2024-01-01 17:34:00,San Francisco,Desktop,0
1056,1448,23.05,2024-01-01 17:35:00,Chicago,Desktop,0
1057,1880,8.69,2024-01-01 17:36:00,New York,Mobile,0
1058,1487,108.38,2024-01-01 17:37:00,Seattle,Desktop,0
1059,1799,0.5,2024-01-01 17:38:00,New York,Desktop,0
1060,1033,107.03,2024-01-01 17:39:00,San Francisco,Tablet,0
1061,1347,42.39,2024-01-01 17:40:00,Seattle,Desktop,0
1062,1094,20.15,2024-01-01 17:41:00,Chicago,Desktop,0
1063,1071,64.2,2024-01-01 17:42:00,New York,Mobile,0
1064,1550,35.44,2024-01-01 17:43:00,Seattle,Desktop,0
1065,1153,34.57,2024-01-01 17:44:00,Seattle,Mobile,0
1066,1249,5.83,2024-01-01 17:45:00,Houston,Mobile,0
1067,1673,24.68,2024-01-01 17:46:00,New York,Desktop,0
1068,1437,13.79,2024-01-01 17:47:00,Chicago,Mobile,0
1069,1117,0.79,2024-01-01 17:48:00,Seattle,Desktop,0
1070,1770,22.32,2024-01-01 17:49:00,San Francisco,Mobile,0
1071,1890,4.71,2024-01-01 17:50:00,Houston,Tablet,0
1072,1305,14.84,2024-01-01 17:51:00,Los Angeles,Desktop,0
1073,1267,4.85,2024-01-01 17:52:00,Los Angeles,Mobile,0
1074,1960,5.32,2024-01-01 17:53:00,Los Angeles,Mobile,0
1075,1053,11.1,2024-01-01 17:54:00,San Francisco,Desktop,0
1076,1235,439.99,2024-01-01 17:55:00,Seattle,Desktop,0
1077,1388,0.11,2024-01-01 17:56:00,Chicago,Desktop,0
1078,1989,50.9,2024-01-01 17:57:00,Los Angeles,Tablet,0
1079,1733,7.61,2024-01-01 17:58:00,New York,Desktop,0
1080,1762,126.68,2024-01-01 17:59:00,Los Angeles,Desktop,1
1081,1824,4.92,2024-01-01 18:00:00,Seattle,Desktop,0
1082,1400,155.12,2024-01-01 18:01:00,Austin,Mobile,0
1083,1623,47.2,2024-01-01 18:02:00,San Francisco,Tablet,0
1084,1766,0.06,2024-01-01 18:03:00,Austin,Mobile,0
1085,1302,112.22,2024-01-01 18:04:00,Los Angeles,Desktop,0
1086,1918,36.88,2024-01-01 18:05:00,Seattle,Desktop,0
1087,1206,15.24,2024-01-01 18:06:00,Los Angeles,Desktop,0
1088,1228,72.9,2024-01-01 18:07:00,Austin,Desktop,0
1089,1852,130.64,2024-01-01 18:08:00,Seattle,Mobile,0
1090,1909,33.05,2024-01-01 18:09:00,San Francisco,Desktop,0
1091,1577,18.96,2024-01-01 18:10:00,San Francisco,Mobile,0
1092,1074,77.78,2024-01-01 18:11:00,Los Angeles,Mobile,0
1093,1434,57.25,2024-01-01 18:12:00,San Francisco,Mobile,0
1094,1102,109.8,2024-01-01 18:13:00,Houston,Tablet,1
1095,1421,58.97,2024-01-01 18:14:00,Seattle,Tablet,0
1096,1703,13.95,2024-01-01 18:15:00,Seattle,Desktop,0
1097,1763,134.16,2024-01-01 18:16:00,San Francisco,Tablet,1
1098,1737,5.54,2024-01-01 18:17:00,Seattle,Mobile,0
1099,1805,15.59,2024-01-01 18:18:00,Austin,Mobile,0
1100,1305,36.72,2024-01-01 18:19:00,Chicago,Desktop,0
1101,1097,41.71,2024-01-01 18:20:00,Austin,Desktop,0
1102,1849,0.77,2024-01-01 18:21:00,New York,Tablet,0
1103,1797,75.84,2024-01-01 18:22:00,Houston,Desktop,0
1104,1334,22.44,2024-01-01 18:23:00,Chicago,Desktop,0
1105,1858,26.08,2024-01-01 18:24:00,Los Angeles,Desktop,0
1106,1434,82.87,2024-01-01 18:25:00,Seattle,Tablet,0
1107,1446,23.84,2024-01-01 18:26:00,New York,Desktop,0
1108,1993,2.42,2024-01-01 18:27:00,New York,Tablet,0
1109,1307,9.71,2024-01-01 18:28:00,Houston,Desktop,0
1110,1248,156.07,2024-01-01 18:29:00,Chicago,Desktop,1
1111,1165,3.65,2024-01-01 18:30:00,New York,Desktop,0
1112,1480,21.92,2024-01-01 18:31:00,Chicago,Mobile,0
1113,1983,34.98,2024-01-01 18:32:00,Chicago,Desktop,0
1114,1334,33.99,2024-01-01 18:33:00,San Francisco,Desktop,0
1115,1541,0.2,2024-01-01 18:34:00,New York,Desktop,0
1116,1758,34.77,2024-01-01 18:35:00,Chicago,Desktop,0
1117,1105,24.21,2024-01-01 18:36:00,Houston,Mobile,0
1118,1562,178.92,2024-01-01 18:37:00,New York,Desktop,0
1119,1080,8.67,2024-01-01 18:38:00,Houston,Desktop,0
1120,1132,21.86,2024-01-01 18:39:00,Houston,Desktop,0
1121,1796,27.19,2024-01-01 18:40:00,Chicago,Desktop,0
1122,1899,24.77,2024-01-01 18:41:00,Chicago,Tablet,0
1123,1137,54.81,2024-01-01 18:42:00,San Francisco,Desktop,0
1124,1183,12.14,2024-01-01 18:43:00,Seattle,Desktop,0
1125,1400,12.49,2024-01-01 18:44:00,San Francisco,Desktop,0
1126,1329,65.32,2024-01-01 18:45:00,New York,Mobile,0
1127,1784,34.69,2024-01-01 18:46:00,San Francisco,Mobile,0
1128,1507,26.82,2024-01-01 18:47:00,Los Angeles,Desktop,1
1129,1851,9.27,2024-01-01 18:48:00,New York,Mobile,0
1130,1983,10.38,2024-01-01 18:49:00,Houston,Mobile,0
1131,1068,0.53,2024-01-01 18:50:00,San Francisco,Desktop,1
1132,1545,4.79,2024-01-01 18:51:00,San Francisco,Desktop,0
1133,1773,40.69,2024-01-01 18:52:00,Seattle,Mobile,0
1134,1052,111.22,2024-01-01 18:53:00,San Francisco,Mobile,0
1135,1449,16.93,2024-01-01 18:54:00,Chicago,Tablet,0
1136,1204,19.86,2024-01-01 18:55:00,Houston,Desktop,0
1137,1125,6.14,2024-01-01 18:56:00,San Francisco,Mobile,1
1138,1746,24.6,2024-01-01 18:57:00,Austin,Desktop,0
1139,1042,1.9,2024-01-01 18:58:00,Austin,Mobile,0
1140,1751,124.81,2024-01-01 18:59:00,Houston,Mobile,0
1141,1970,55.91,2024-01-01 19:00:00,San Francisco,Mobile,0
1142,1882,234.15,2024-01-01 19:01:00,Seattle,Desktop,0
1143,1110,107.2,2024-01-01 19:02:00,Los Angeles,Desktop,1
1144,1760,32.03,2024-01-01 19:03:00,Seattle,Mobile,1
1145,1662,36.67,2024-01-01 19:04:00,Los Angeles,Desktop,0
1146,1182,10.57,2024-01-01 19:05:00,New York,Desktop,0
1147,1847,31.0,2024-01-01 19:06:00,New York,Desktop,0
1148,1094,116.67,2024-01-01 19:07:00,Seattle,Desktop,0
1149,1970,2.61,2024-01-01 19:08:00,San Francisco,Mobile,0
1150,1373,99.59,2024-01-01 19:09:00,Seattle,Desktop,0
1151,1911,20.85,2024-01-01 19:10:00,New York,Desktop,0
1152,1519,114.89,2024-01-01 19:11:00,Chicago,Desktop,1
1153,1899,141.41,2024-01-01 19:12:00,Los Angeles,Mobile,0
1154,1359,55.56,2024-01-01 19:13:00,Houston,Tablet,0
1155,1899,54.6,2024-01-01 19:14:00,Seattle,Desktop,0
1156,1695,30.14,2024-01-01 19:15:00,San Francisco,Mobile,0
1157,1280,90.25,2024-01-01 19:16:00,San Francisco,Desktop,1
1158,1194,163.0,2024-01-01 19:17:00,Austin,Mobile,0
1159,1863,74.6,2024-01-01 19:18:00,Los Angeles,Mobile,0
1160,1194,48.63,2024-01-01 19:19:00,Los Angeles,Desktop,0
1161,1666,46.67,2024-01-01 19:20:00,Los Angeles,Desktop,0
1162,1092,94.68,2024-01-01 19:21:00,Seattle,Mobile,0
1163,1671,38.96,2024-01-01 19:22:00,New York,Tablet,0
1164,1945,81.45,2024-01-01 19:23:00,Chicago,Mobile,0
1165,1060,35.55,2024-01-01 19:24:00,Seattle,Mobile,0
1166,1633,3.22,2024-01-01 19:25:00,Houston,Desktop,0
1167,1050,24.22,2024-01-01 19:26:00,New York,Desktop,0
1168,1402,29.39,2024-01-01 19:27:00,Seattle,Mobile,0
1169,1788,7.64,2024-01-01 19:28:00,Chicago,Desktop,0
1170,1004,5.41,2024-01-01 19:29:00,Los Angeles,Mobile,0
1171,1465,38.34,2024-01-01 19:30:00,Chicago,Desktop,0
1172,1603,4.45,2024-01-01 19:31:00,New York,Desktop,0
1173,1681,18.04,2024-01-01 19:32:00,Seattle,Desktop,0
1174,1828,68.25,2024-01-01 19:33:00,Los Angeles,Mobile,0
1175,1533,166.82,2024-01-01 19:34:00,Seattle,Desktop,1
1176,1404,63.27,2024-01-01 19:35:00,New York,Mobile,0
1177,1837,245.49,2024-01-01 19:36:00,Houston,Mobile,0
1178,1512,59.92,2024-01-01 19:37:00,Los Angeles,Tablet,0
1179,1644,17.39,2024-01-01 19:38:00,Chicago,Desktop,1
1180,1232,55.75,2024-01-01 19:39:00,New York,Mobile,0
1181,1523,60.56,2024-01-01 19:40:00,Austin,Tablet,0
1182,1345,23.24,2024-01-01 19:41:00,Chicago,Desktop,0
1183,1045,0.89,2024-01-01 19:42:00,Chicago,Mobile,0
1184,1545,60.73,2024-01-01 19:43:00,Los Angeles,Desktop,0
1185,1944,1.1,2024-01-01 19:44:00,Seattle,Desktop,0
1186,1077,49.87,2024-01-01 19:45:00,San Francisco,Desktop,0
1187,1729,8.93,2024-01-01 19:46:00,Chicago,Mobile,1
1188,1812,41.69,2024-01-01 19:47:00,New York,Mobile,0
1189,1922,35.05,2024-01-01 19:48:00,Austin,Desktop,0
1190,1072,0.68,2024-01-01 19:49:00,Houston,Mobile,0
1191,1793,22.54,2024-01-01 19:50:00,Austin,Desktop,0
1192,1248,45.95,2024-01-01 19:51:00,New York,Mobile,0
1193,1046,94.39,2024-01-01 19:52:00,Los Angeles,Tablet,0
1194,1120,109.75,2024-01-01 19:53:00,New York,Desktop,0
1195,1213,33.07,2024-01-01 19:54:00,San Francisco,Mobile,0
1196,1238,65.18,2024-01-01 19:55:00,San Francisco,Mobile,1
1197,1055,19.02,2024-01-01 19:56:00,San Francisco,Mobile,1
1198,1349,20.94,2024-01-01 19:57:00,Chicago,Desktop,0
1199,1106,10.81,2024-01-01 19:58:00,Los Angeles,Desktop,0
1200,1830,41.27,2024-01-01 19:59:00,Seattle,Mobile,0
1201,1047,18.89,2024-01-01 20:00:00,San Francisco,Desktop,0
1202,1572,4.41,2024-01-01 20:01:00,Seattle,Desktop,0
1203,1336,57.76,2024-01-01 20:02:00,Houston,Mobile,0
1204,1025,61.51,2024-01-01 20:03:00,Houston,Desktop,0
1205,1803,22.31,2024-01-01 20:04:00,Seattle,Mobile,0
1206,1256,3.99,2024-01-01 20:05:00,New York,Desktop,0
1207,1007,27.78,2024-01-01 20:06:00,San Francisco,Mobile,0
1208,1624,29.2,2024-01-01 20:07:00,Chicago,Tablet,0
1209,1866,55.23,2024-01-01 20:08:00,Houston,Tablet,1
1210,1252,18.95,2024-01-01 20:09:00,Austin,Desktop,0
1211,1691,57.38,2024-01-01 20:10:00,Los Angeles,Mobile,0
1212,1718,102.59,2024-01-01 20:11:00,Austin,Desktop,0
1213,1302,13.56,2024-01-01 20:12:00,Seattle,Desktop,0
1214,1638,192.97,2024-01-01 20:13:00,Houston,Mobile,0
1215,1055,24.42,2024-01-01 20:14:00,Houston,Tablet,0
1216,1725,15.55,2024-01-01 20:15:00,New York,Tablet,0
1217,1525,27.37,2024-01-01 20:16:00,New York,Desktop,0
1218,1473,4.96,2024-01-01 20:17:00,San Francisco,Mobile,1
1219,1027,6.72,2024-01-01 20:18:00,Seattle,Mobile,0
1220,1982,26.76,2024-01-01 20:19:00,Los Angeles,Desktop,0
1221,1077,71.87,2024-01-01 20:20:00,San Francisco,Mobile,0
1222,1215,115.29,2024-01-01 20:21:00,New York,Desktop,0
1223,1385,54.65,2024-01-01 20:22:00,Chicago,Desktop,0
1224,1364,5.56,2024-01-01 20:23:00,Los Angeles,Mobile,0
1225,1665,55.74,2024-01-01 20:24:00,Chicago,Desktop,0
1226,1525,50.45,2024-01-01 20:25:00,San Francisco,Desktop,0
1227,1698,81.93,2024-01-01 20:26:00,New York,Desktop,0
1228,1311,87.22,2024-01-01 20:27:00,Los Angeles,Mobile,0
1229,1882,101.32,2024-01-01 20:28:00,San Francisco,Desktop,0
1230,1006,26.73,2024-01-01 20:29:00,Houston,Desktop,0
1231,1002,59.84,2024-01-01 20:30:00,San Francisco,Mobile,0
1232,1622,15.62,2024-01-01 20:31:00,Seattle,Desktop,0
1233,1918,365.88,2024-01-01 20:32:00,Austin,Mobile,0
1234,1749,9.64,2024-01-01 20:33:00,Houston,Desktop,0
1235,1362,0.51,2024-01-01 20:34:00,Chicago,Desktop,0
1236,1750,8.06,2024-01-01 20:35:00,Houston,Desktop,0
1237,1507,74.78,2024-01-01 20:36:00,San Francisco,Desktop,0
1238,1273,29.6,2024-01-01 20:37:00,Houston,Tablet,0
1239,1505,29.67,2024-01-01 20:38:00,Austin,Desktop,0
1240,1805,155.08,2024-01-01 20:39:00,Seattle,Mobile,0
1241,1738,126.06,2024-01-01 20:40:00,San Francisco,Desktop,0
1242,1882,18.64,2024-01-01 20:41:00,Austin,Mobile,0
1243,1014,11.73,2024-01-01 20:42:00,Houston,Tablet,0
1244,1191,94.35,2024-01-01 20:43:00,Austin,Desktop,0
1245,1984,118.23,2024-01-01 20:44:00,Houston,Mobile,0
1246,1630,39.0,2024-01-01 20:45:00,Los Angeles,Tablet,0
1247,1484,49.63,2024-01-01 20:46:00,Houston,Mobile,0
1248,1027,14.85,2024-01-01 20:47:00,New York,Desktop,0
1249,1713,80.67,2024-01-01 20:48:00,Austin,Desktop,0
1250,1038,50.0,2024-01-01 20:49:00,Seattle,Desktop,0
1251,1952,35.01,2024-01-01 20:50:00,Austin,Mobile,0
1252,1272,3.1,2024-01-01 20:51:00,Chicago,Mobile,0
1253,1230,123.81,2024-01-01 20:52:00,Seattle,Tablet,0
1254,1085,47.78,2024-01-01 20:53:00,Seattle,Desktop,0
1255,1473,10.7,2024-01-01 20:54:00,Chicago,Desktop,0
1256,1125,46.62,2024-01-01 20:55:00,New York,Desktop,0
1257,1811,56.58,2024-01-01 20:56:00,Austin,Desktop,0
1258,1536,37.3,2024-01-01 20:57:00,Seattle,Desktop,0
1259,1144,63.31,2024-01-01 20:58:00,Austin,Desktop,0
1260,1524,43.55,2024-01-01 20:59:00,Seattle,Mobile,0
1261,1211,147.6,2024-01-01 21:00:00,Chicago,Desktop,0
1262,1024,2.76,2024-01-01 21:01:00,Chicago,Desktop,0
1263,1579,5.62,2024-01-01 21:02:00,Houston,Tablet,0
1264,1393,9.54,2024-01-01 21:03:00,San Francisco,Tablet,0
1265,1066,58.59,2024-01-01 21:04:00,Austin,Desktop,0
1266,1232,51.87,2024-01-01 21:05:00,Austin,Tablet,0
1267,1108,111.31,2024-01-01 21:06:00,Seattle,Desktop,0
1268,1145,66.0,2024-01-01 21:07:00,Houston,Desktop,0
1269,1110,35.5,2024-01-01 21:08:00,Austin,Mobile,0
1270,1227,240.38,2024-01-01 21:09:00,Seattle,Mobile,0
1271,1110,15.47,2024-01-01 21:10:00,New York,Mobile,0
1272,1469,89.55,2024-01-01 21:11:00,Chicago,Mobile,0
1273,1033,27.83,2024-01-01 21:12:00,Chicago,Desktop,0
1274,1622,52.31,2024-01-01 21:13:00,San Francisco,Mobile,0
1275,1775,64.96,2024-01-01 21:14:00,Chicago,Desktop,0
1276,1935,50.22,2024-01-01 21:15:00,Los Angeles,Desktop,0
1277,1368,7.57,2024-01-01 21:16:00,New York,Desktop,0
1278,1747,29.26,2024-01-01 21:17:00,New York,Desktop,0
1279,1594,41.21,2024-01-01 21:18:00,Houston,Mobile,0
1280,1553,94.54,2024-01-01 21:19:00,Los Angeles,Mobile,0
1281,1424,29.32,2024-01-01 21:20:00,Austin,Mobile,0
1282,1612,125.51,2024-01-01 21:21:00,San Francisco,Desktop,0
1283,1517,29.02,2024-01-01 21:22:00,New York,Mobile,0
1284,1691,39.79,2024-01-01 21:23:00,Los Angeles,Mobile,0
1285,1281,79.55,2024-01-01 21:24:00,Los Angeles,Tablet,0
1286,1319,43.74,2024-01-01 21:25:00,Seattle,Desktop,0
1287,1737,161.22,2024-01-01 21:26:00,New York,Desktop,0
1288,1442,53.99,2024-01-01 21:27:00,Seattle,Tablet,0
1289,1951,36.98,2024-01-01 21:28:00,Houston,Tablet,0
1290,1314,1.19,2024-01-01 21:29:00,Los Angeles,Desktop,0
1291,1876,26.7,2024-01-01 21:30:00,Chicago,Desktop,0
1292,1965,17.78,2024-01-01 21:31:00,Los Angeles,Mobile,0
1293,1740,68.94,2024-01-01 21:32:00,Austin,Mobile,0
1294,1376,11.68,2024-01-01 21:33:00,New York,Mobile,0
1295,1288,11.48,2024-01-01 21:34:00,Austin,Desktop,0
1296,1436,10.51,2024-01-01 21:35:00,Houston,Desktop,0
1297,1661,6.71,2024-01-01 21:36:00,San Francisco,Desktop,0
1298,1276,18.63,2024-01-01 21:37:00,Chicago,Mobile,0
1299,1709,108.54,2024-01-01 21:38:00,New York,Desktop,0
1300,1581,74.57,2024-01-01 21:39:00,Los Angeles,Desktop,0
1301,1502,66.45,2024-01-01 21:40:00,Chicago,Desktop,0
1302,1623,79.81,2024-01-01 21:41:00,Los Angeles,Desktop,0
1303,1515,15.7,2024-01-01 21:42:00,Houston,Desktop,0
1304,1349,109.21,2024-01-01 21:43:00,San Francisco,Desktop,1
1305,1842,7.38,2024-01-01 21:44:00,New York,Tablet,0
1306,1445,20.5,2024-01-01 21:45:00,Houston,Desktop,0
1307,1829,44.18,2024-01-01 21:46:00,Houston,Desktop,0
1308,1349,5.43,2024-01-01 21:47:00,San Francisco,Desktop,1
1309,1606,65.49,2024-01-01 21:48:00,Houston,Mobile,0
1310,1663,24.49,2024-01-01 21:49:00,Houston,Desktop,0
1311,1822,76.72,2024-01-01 21:50:00,Los Angeles,Desktop,0
1312,1136,33.95,2024-01-01 21:51:00,Seattle,Desktop,0
1313,1758,9.98,2024-01-01 21:52:00,Austin,Mobile,0
1314,1898,66.36,2024-01-01 21:53:00,Los Angeles,Mobile,0
1315,1242,14.53,2024-01-01 21:54:00,San Francisco,Desktop,0
1316,1542,33.75,2024-01-01 21:55:00,Chicago,Desktop,0
1317,1039,3.93,2024-01-01 21:56:00,San Francisco,Desktop,1
1318,1228,48.1,2024-01-01 21:57:00,San Francisco,Mobile,1
1319,1547,54.81,2024-01-01 21:58:00,San Francisco,Mobile,0
1320,1919,23.79,2024-01-01 21:59:00,San Francisco,Desktop,0
1321,1222,154.42,2024-01-01 22:00:00,Houston,Mobile,1
1322,1005,103.64,2024-01-01 22:01:00,San Francisco,Desktop,0
1323,1321,61.54,2024-01-01 22:02:00,Chicago,Mobile,0
1324,1467,62.53,2024-01-01 22:03:00,San Francisco,Mobile,0
1325,1731,14.54,2024-01-01 22:04:00,Los Angeles,Tablet,0
1326,1074,53.47,2024-01-01 22:05:00,Houston,Desktop,0
1327,1003,11.05,2024-01-01 22:06:00,Los Angeles,Mobile,0
1328,1846,7.77,2024-01-01 22:07:00,Houston,Desktop,0
1329,1645,376.93,2024-01-01 22:08:00,Los Angeles,Desktop,0
1330,1117,48.69,2024-01-01 22:09:00,New York,Desktop,0
1331,1880,28.19,2024-01-01 22:10:00,Austin,Desktop,0
1332,1605,17.0,2024-01-01 22:11:00,Austin,Desktop,0
1333,1503,46.31,2024-01-01 22:12:00,Houston,Tablet,0
1334,1997,2.54,2024-01-01 22:13:00,New York,Mobile,0
1335,1946,4.97,2024-01-01 22:14:00,Chicago,Desktop,0
1336,1573,1.67,2024-01-01 22:15:00,New York,Desktop,0
1337,1440,34.57,2024-01-01 22:16:00,Seattle,Desktop,0
1338,1193,45.89,2024-01-01 22:17:00,Houston,Desktop,0
1339,1846,3.23,2024-01-01 22:18:00,New York,Desktop,0
1340,1714,63.87,2024-01-01 22:19:00,Chicago,Desktop,0
1341,1391,13.09,2024-01-01 22:20:00,Houston,Tablet,0
1342,1025,57.79,2024-01-01 22:21:00,Austin,Mobile,0
1343,1434,200.58,2024-01-01 22:22:00,San Francisco,Mobile,0
1344,1172,58.74,2024-01-01 22:23:00,New York,Mobile,0
1345,1299,107.36,2024-01-01 22:24:00,Austin,Desktop,0
1346,1644,148.02,2024-01-01 22:25:00,Austin,Desktop,1
1347,1325,33.35,2024-01-01 22:26:00,Los Angeles,Desktop,0
1348,1409,60.59,2024-01-01 22:27:00,Chicago,Mobile,0
1349,1117,95.52,2024-01-01 22:28:00,Seattle,Desktop,0
1350,1835,22.05,2024-01-01 22:29:00,San Francisco,Desktop,1
1351,1786,15.15,2024-01-01 22:30:00,New York,Tablet,0
1352,1723,146.5,2024-01-01 22:31:00,Austin,Desktop,0
1353,1224,64.79,2024-01-01 22:32:00,Austin,Mobile,0
1354,1531,12.4,2024-01-01 22:33:00,Seattle,Mobile,0
1355,1112,29.81,2024-01-01 22:34:00,Chicago,Desktop,0
1356,1139,79.59,2024-01-01 22:35:00,San Francisco,Mobile,0
1357,1558,39.6,2024-01-01 22:36:00,San Francisco,Mobile,0
1358,1000,52.48,2024-01-01 22:37:00,Seattle,Tablet,0
1359,1089,70.07,2024-01-01 22:38:00,Austin,Desktop,0
1360,1653,48.64,2024-01-01 22:39:00,Austin,Tablet,0
1361,1319,38.84,2024-01-01 22:40:00,Austin,Desktop,0
1362,1549,69.24,2024-01-01 22:41:00,Austin,Mobile,0
1363,1804,65.02,2024-01-01 22:42:00,Los Angeles,Desktop,0
1364,1893,49.7,2024-01-01 22:43:00,Los Angeles,Desktop,0
1365,1138,22.3,2024-01-01 22:44:00,Seattle,Desktop,0
1366,1510,26.03,2024-01-01 22:45:00,San Francisco,Desktop,1
1367,1867,176.06,2024-01-01 22:46:00,Houston,Desktop,0
1368,1844,5.96,2024-01-01 22:47:00,New York,Desktop,0
1369,1258,15.63,2024-01-01 22:48:00,Chicago,Desktop,0
1370,1672,33.9,2024-01-01 22:49:00,Houston,Desktop,0
1371,1901,90.62,2024-01-01 22:50:00,Los Angeles,Desktop,0
1372,1689,8.94,2024-01-01 22:51:00,Los Angeles,Desktop,0
1373,1009,16.21,2024-01-01 22:52:00,Los Angeles,Mobile,0
1374,1260,3.4,2024-01-01 22:53:00,Houston,Mobile,0
1375,1918,61.21,2024-01-01 22:54:00,Los Angeles,Desktop,0
1376,1649,13.6,2024-01-01 22:55:00,Houston,Mobile,1
1377,1171,24.61,2024-01-01 22:56:00,Los Angeles,Mobile,0
1378,1897,29.32,2024-01-01 22:57:00,Austin,Desktop,1
1379,1012,110.96,2024-01-01 22:58:00,Austin,Desktop,0
1380,1167,26.49,2024-01-01 22:59:00,New York,Desktop,0
1381,1641,7.85,2024-01-01 23:00:00,Los Angeles,Tablet,1
1382,1595,37.15,2024-01-01 23:01:00,Seattle,Desktop,1
1383,1320,164.79,2024-01-01 23:02:00,New York,Mobile,0
1384,1318,46.78,2024-01-01 23:03:00,Houston,Desktop,0
1385,1612,204.88,2024-01-01 23:04:00,New York,Mobile,0
1386,1328,91.98,2024-01-01 23:05:00,Los Angeles,Desktop,0
1387,1784,1.83,2024-01-01 23:06:00,Houston,Desktop,0
1388,1776,53.71,2024-01-01 23:07:00,Seattle,Desktop,0
1389,1970,16.9,2024-01-01 23:08:00,Houston,Tablet,0
1390,1910,41.01,2024-01-01 23:09:00,Austin,Desktop,0
1391,1919,16.38,2024-01-01 23:10:00,Houston,Desktop,1
1392,1549,21.45,2024-01-01 23:11:00,Houston,Mobile,0
1393,1418,128.31,2024-01-01 23:12:00,New York,Mobile,0
1394,1605,11.57,2024-01-01 23:13:00,Seattle,Desktop,0
1395,1094,103.62,2024-01-01 23:14:00,San Francisco,Desktop,0
1396,1816,1.55,2024-01-01 23:15:00,Houston,Desktop,0
1397,1580,4.76,2024-01-01 23:16:00,Chicago,Desktop,0
1398,1317,96.44,2024-01-01 23:17:00,San Francisco,Mobile,0
1399,1955,49.79,2024-01-01 23:18:00,Austin,Desktop,0
1400,1235,68.76,2024-01-01 23:19:00,Seattle,Mobile,0
1401,1945,11.75,2024-01-01 23:20:00,Seattle,Desktop,0
1402,1333,38.51,2024-01-01 23:21:00,Austin,Desktop,0
1403,1884,66.82,2024-01-01 23:22:00,Houston,Mobile,0
1404,1375,49.35,2024-01-01 23:23:00,New York,Mobile,0
1405,1458,31.9,2024-01-01 23:24:00,San Francisco,Desktop,0
1406,1136,160.67,2024-01-01 23:25:00,Austin,Mobile,1
1407,1929,56.37,2024-01-01 23:26:00,Austin,Mobile,0
1408,1587,119.16,2024-01-01 23:27:00,Chicago,Desktop,1
1409,1994,65.42,2024-01-01 23:28:00,Houston,Desktop,0
1410,1546,66.49,2024-01-01 23:29:00,San Francisco,Desktop,0
1411,1512,4.17,2024-01-01 23:30:00,Austin,Mobile,0
1412,1295,22.27,2024-01-01 23:31:00,Seattle,Desktop,0
1413,1319,97.73,2024-01-01 23:32:00,Austin,Mobile,0
1414,1917,13.24,2024-01-01 23:33:00,Austin,Mobile,0
1415,1571,6.14,2024-01-01 23:34:00,Austin,Mobile,0
1416,1831,19.73,2024-01-01 23:35:00,New York,Mobile,0
1417,1348,12.45,2024-01-01 23:36:00,Los Angeles,Desktop,0
1418,1839,129.71,2024-01-01 23:37:00,Chicago,Tablet,1
1419,1778,101.24,2024-01-01 23:38:00,Seattle,Mobile,0
1420,1872,34.63,2024-01-01 23:39:00,New York,Desktop,0
