client_id,age,job,marital,education,credit_default,mortgage
12499,43,________,single,___________,False,False
12500,28,______,single,_________________,False,True
12501,36,___________,married,___________,False,False
12502,43,______,married,___________,False,True
12503,33,___________,married,________,False,False
12504,43,______,married,___________,False,False
12505,38,______,divorced,___________,False,True
12506,29,________,married,___________,False,True
12507,55,___________,married,________,False,False
12508,34,___________,married,________,False,True
12509,59,__________,divorced,_________________,False,False
12510,49,___________,married,________,False,False
12511,43,____________,married,________,False,True
12512,52,__________,married,_________________,False,True
12513,47,______,married,________,False,True
12514,35,_____________,married,___________,False,False
12515,39,______,married,___________,False,True
12516,34,________,married,___________,False,True
12517,39,__________,married,________,False,False
12518,42,_____________,divorced,_________________,False,True
12519,48,___________,married,________,False,False
12520,36,____________,married,_______,False,True
12521,56,_______,married,________,False,False
12522,51,__________,married,___________________,False,False
12523,41,__________,married,___________,False,False
12524,47,______,divorced,___________,False,False
12525,39,___________,married,________,False,False
12526,47,______,divorced,___________,False,False
12527,60,___________,married,________,False,False
12528,52,_______,married,________,False,False
12529,33,__________,single,___________________,False,True
12530,47,______,divorced,___________,False,False
12531,42,______,married,_________________,False,True
12532,37,____________,married,________,False,True
12533,41,___________,married,_______,False,False
12534,54,__________,married,_________________,False,True
12535,31,______,married,_________________,False,True
12536,44,_________,married,___________,False,True
12537,45,________,divorced,___________,False,False
12538,57,____________,married,_________________,False,False
12539,36,__________,married,_________________,False,True
12540,49,______,married,_______,False,False
12541,40,________,married,________,False,False
12542,46,___________,married,________,False,True
12543,29,__________,married,___________________,False,True
12544,43,________,married,___________________,False,True
12545,40,______,single,_________________,False,False
12546,28,______,single,___________,False,False
12547,40,________,married,___________,False,False
12548,53,____________,single,________,False,False
12549,51,___________,married,___________,False,False
12550,58,___________,married,________,False,True
12551,35,__________,married,________,False,True
12552,27,______,single,___________,False,False
12553,41,____________,married,________,False,True
12554,48,___________,married,________,False,False
12555,33,__________,married,_________________,False,True
12556,40,___________,married,________,False,True
12557,52,____________,married,_________________,False,True
12558,41,____________,married,________,False,False
12559,34,________,married,________,False,False
12560,34,________,married,________,False,True
12561,46,______,married,_________________,False,False
12562,35,___________,single,________,False,True
12563,55,_______,divorced,___________,False,False
12564,30,__________,single,___________,False,True
12565,37,__________,married,___________,False,True
12566,50,__________,married,_________________,False,True
12567,33,___________,married,________,False,False
12568,55,______,divorced,_________________,False,True
12569,34,___________,married,________,False,False
12570,37,__________,single,___________,False,False
12571,48,___________,married,________,False,False
12572,24,________,married,___________,False,True
12573,31,______,married,_________________,False,True
12574,34,___________,divorced,________,False,True
12575,43,____________,married,_________________,False,True
12576,29,________,single,_________________,False,False
12577,33,___________,married,________,False,False
12578,39,______,married,___________,False,True
12579,36,____________,married,___________,False,False
12580,36,______,married,_________________,False,False
12581,52,____________,married,________,False,True
12582,42,______,married,_________________,False,True
12583,52,___________,married,________,False,False
12584,45,__________,married,_______,False,True
12585,39,_____________,married,_________________,False,False
12586,44,____________,married,________,False,False
12587,60,_______,married,___________,False,False
12588,41,______,divorced,________,False,False
12589,36,__________,married,________,False,True
12590,31,________,married,___________,False,True
12591,39,_____________,single,________,False,True
12592,50,_______,married,________,False,True
12593,33,______,married,___________________,False,False
12594,36,______,married,___________,False,True
12595,34,__________,married,___________________,False,False
12596,50,____________,married,_________________,False,True
12597,29,________,single,___________,False,True
12598,28,________,single,___________,False,True
12599,46,___________,married,________,False,True
12600,23,________,single,___________,False,False
12601,31,______,single,___________,False,False
12602,23,________,single,___________,False,False
12603,31,______,married,_________________,False,False
12604,36,________,married,___________,False,False
12605,50,__________,married,___________________,False,False
12606,47,__________,married,___________________,False,False
12607,59,_______,married,_________________,False,False
12608,32,__________,married,___________________,False,False
12609,42,______,married,_________________,False,True
12610,49,___________,married,_______,False,False
12611,38,_________,single,________,False,False
12612,36,_____________,married,___________________,False,False
12613,42,__________,divorced,________,False,True
12614,44,_______,single,________,False,False
12615,27,______,married,___________,False,True
12616,40,______,single,_________________,False,True
12617,25,______,single,___________,False,False
12618,25,___________,single,___________,False,False
12619,25,______,married,___________,False,False
12620,43,___________,married,________,False,True
12621,37,__________,married,_________________,False,False
12622,25,______,divorced,___________________,False,False
12623,28,__________,divorced,_________________,False,True
12624,32,______,single,_________________,False,False
12625,52,___________,married,________,False,True
12626,51,___________,divorced,________,False,False
12627,41,________,married,________,False,False
12628,33,____________,single,___________________,False,False
12629,38,__________,married,___________,False,False
12630,30,___________,single,________,False,False
12631,31,______,married,___________,False,False
12632,42,______,divorced,_________________,False,True
12633,24,________,single,___________,False,False
12634,49,__________,married,___________________,False,True
12635,59,___________,married,________,False,True
12636,34,__________,single,___________,False,False
12637,39,___________,married,___________________,False,False
12638,31,______,single,_________________,False,False
12639,35,__________,married,___________________,False,False
12640,43,____________,married,________,False,False
12641,31,______,married,________,False,True
12642,54,________,married,___________,False,True
12643,36,___________,married,________,False,True
12644,33,________,divorced,_______,False,False
12645,47,___________,married,________,False,False
12646,56,_________,married,________,False,False
12647,37,___________,single,________,False,True
12648,35,___________,single,_______,False,True
12649,37,__________,married,___________________,False,False
12650,33,______,married,_________________,False,True
12651,38,__________,married,___________________,False,False
12652,28,___________,married,___________,False,True
12653,36,___________,married,___________________,False,True
12654,39,______,married,___________,False,True
12655,42,___________,married,________,False,False
12656,31,__________,married,___________,False,False
12657,37,___________,single,___________,False,True
12658,46,__________,divorced,___________________,False,True
12659,39,________,married,________,False,False
12660,52,__________,married,_______,False,True
12661,28,___________,married,________,False,True
12662,38,___________,married,_______,False,False
12663,51,___________,married,_______,False,True
12664,43,___________,married,________,False,True
12665,42,__________,divorced,_________________,False,False
12666,31,______,married,___________,False,False
12667,43,______,divorced,___________,False,False
12668,39,________,married,________,False,True
12669,38,______,married,___________________,False,False
12670,26,__________,single,________,False,True
12671,35,__________,divorced,_________________,False,False
12672,35,______,single,_________________,False,True
12673,34,__________,single,___________________,False,True
12674,31,___________,married,___________,False,True
12675,29,______,single,_______,False,True
12676,36,______,married,___________,False,False
12677,32,______,divorced,___________,False,True
12678,35,______,single,_________________,False,True
12679,33,___________,single,________,False,False
12680,50,______,divorced,_________________,False,False
12681,48,___________,married,________,False,True
12682,26,___________,married,________,False,True
12683,39,______,divorced,________,False,True
12684,35,___________,married,___________________,False,True
12685,47,___________,married,________,False,True
12686,48,___________,married,________,False,False
12687,46,___________,married,________,False,False
12688,44,___________,single,___________,False,True
12689,34,___________,married,________,False,False
12690,36,________,divorced,_________________,False,False
12691,34,______,married,_________________,False,False
12692,37,__________,single,_________________,False,False
12693,44,___________,divorced,________,False,False
12694,50,______,married,___________,False,True
12695,31,________,single,___________,False,False
12696,48,______,divorced,___________,False,False
12697,40,__________,married,_________________,False,True
12698,42,______,married,___________,False,True
12699,37,__________,single,_________________,False,True
12700,42,____________,married,___________,False,True
12701,24,__________,single,___________,False,True
12702,36,__________,married,_________________,False,False
12703,41,___________,married,_______,False,True
12704,52,_________,married,________,False,True
12705,50,_________,divorced,___________,False,True
12706,25,________,single,___________,False,False
12707,42,______,single,_________________,False,True
12708,40,________,married,___________,False,True
12709,53,________,married,___________,False,False
12710,55,__________,married,___________________,False,False
12711,30,___________,single,________,False,False
12712,45,__________,married,_________________,False,False
12713,37,________,married,___________,False,False
12714,31,________,married,___________,False,False
12715,25,______,single,___________,False,False
12716,60,__________,married,_______,False,False
12717,28,____________,married,________,False,False
12718,35,___________,single,_______,False,True
12719,44,______,married,___________,False,True
12720,30,__________,married,___________________,False,True
12721,44,______,married,___________,False,True
12722,44,______,married,___________,False,True
12723,38,__________,married,___________________,False,True
12724,33,__________,married,___________________,False,True
12725,41,______,married,___________,False,False
12726,31,____________,single,________,False,False
12727,31,______,married,_________________,False,False
12728,26,__________,married,___________________,False,False
12729,44,_________,married,___________,False,True
12730,33,___________,married,________,False,False
12731,48,__________,married,_______,False,True
12732,52,______,divorced,_________________,False,False
12733,52,______,divorced,_________________,False,False
12734,49,_________,married,________,False,True
12735,57,______,married,________,False,True
12736,31,___________,single,________,False,True
12737,25,________,married,___________,False,True
12738,25,________,married,___________,False,False
12739,25,________,married,___________,False,False
12740,55,________,divorced,___________,False,True
12741,50,____________,married,_______,False,True
12742,32,________,married,________,False,False
12743,32,________,married,___________,False,False
12744,52,______,divorced,_________________,False,True
12745,46,___________,married,________,False,True
12746,56,__________,divorced,___________________,False,False
12747,26,___________,single,________,False,True
12748,29,______,single,___________,False,True
12749,34,______,married,_________________,False,True
12750,30,________,married,___________,False,True
12751,34,______,married,_________________,False,True
12752,30,______,divorced,___________,False,True
12753,31,________,divorced,___________,False,False
12754,49,________,divorced,___________,False,True
12755,33,__________,married,___________________,False,True
12756,31,______,single,________,False,True
12757,48,________,divorced,___________,False,True
12758,27,________,single,___________,False,False
12759,42,__________,married,_________________,False,True
12760,56,________,married,________,False,False
12761,38,______,divorced,_________________,False,True
12762,48,___________,married,________,False,True
12763,33,___________,married,________,False,True
12764,38,______,divorced,_________________,False,True
12765,60,______,married,___________,False,True
12766,35,__________,married,___________,False,True
12767,56,________,married,________,False,False
12768,60,______,married,___________,False,False
12769,60,______,married,___________,False,False
12770,40,________,divorced,___________,False,True
12771,57,______,married,___________________,False,True
12772,32,______,single,_________________,False,True
12773,29,____________,married,_________________,False,False
12774,31,______,single,___________,False,True
12775,36,__________,single,_______,False,False
12776,55,________,married,________,False,False
12777,36,__________,single,_______,False,False
12778,34,______,married,___________________,False,False
12779,32,___________,single,___________,False,True
12780,32,___________,single,________,False,False
12781,38,______,married,___________,False,False
12782,26,______,married,___________,False,True
12783,43,______,married,_________________,False,True
12784,34,______,married,_________________,False,False
12785,39,__________,divorced,_________________,False,True
12786,43,______,married,_________________,False,False
12787,38,______,married,___________,False,False
12788,33,_____________,single,___________________,False,True
12789,43,______,married,_________________,False,False
12790,43,______,married,_________________,False,True
12791,33,________,single,___________,False,True
12792,42,__________,married,________,False,True
12793,26,___________,married,________,False,False
12794,24,______,married,___________,False,False
12795,32,__________,married,___________________,False,False
12796,48,__________,married,___________,False,True
12797,34,__________,single,_______,False,True
12798,26,___________,married,________,False,False
12799,40,______,single,_________________,False,True
12800,35,______,single,___________,False,False
12801,33,___________,single,________,False,True
12802,39,___________,married,________,False,True
12803,33,___________,single,________,False,True
12804,43,__________,married,________,False,False
12805,53,_______,divorced,___________,False,True
12806,39,___________,married,________,False,False
12807,26,___________,married,________,False,True
12808,26,______,married,___________,False,False
12809,25,__________,single,_________________,False,False
12810,38,____________,married,________,False,False
12811,38,________,single,___________,False,False
12812,36,__________,single,_______,False,True
12813,48,__________,married,___________,False,False
12814,48,__________,married,___________,False,False
12815,43,__________,single,___________________,False,True
12816,33,__________,married,___________,False,False
12817,33,________,married,___________,False,True
12818,33,________,married,___________,False,False
12819,35,________,divorced,___________,False,False
12820,33,________,married,___________,False,False
12821,26,___________,married,________,False,False
12822,49,__________,married,_________________,False,True
12823,48,__________,married,___________,False,False
12824,47,__________,married,___________________,False,False
12825,28,__________,single,___________________,False,True
12826,35,______,married,___________,False,True
12827,47,__________,married,___________________,False,False
12828,41,______,single,_________________,False,False
12829,52,______,divorced,_________________,False,True
12830,48,__________,married,___________,False,False
12831,26,___________,married,________,False,True
12832,26,__________,single,_________________,False,True
12833,26,__________,single,_________________,False,True
12834,28,______,single,_______,False,False
12835,59,_________,married,________,False,False
12836,27,______,single,___________________,False,False
12837,52,______,divorced,_________________,False,True
12838,24,_______,single,___________,False,False
12839,28,________,married,___________,False,True
12840,41,______,single,_________________,False,False
12841,43,______,single,___________,False,True
12842,43,__________,single,_________________,False,True
12843,29,______,single,___________,False,False
12844,43,___________,married,________,False,True
12845,29,___________,married,________,False,False
12846,43,______,single,___________,False,False
12847,26,____________,married,___________________,False,True
12848,26,____________,married,___________________,False,True
12849,30,______,single,___________,False,True
12850,30,__________,single,_________________,False,False
12851,38,___________,married,___________,False,False
12852,42,___________,married,________,False,False
12853,42,___________,married,________,False,False
12854,56,__________,divorced,___________________,False,False
12855,30,________,married,________,False,False
12856,57,______,married,________,False,True
12857,25,________,married,___________,False,False
12858,34,______,married,_________________,False,False
12859,30,__________,single,___________________,False,False
12860,30,__________,single,___________________,False,False
12861,46,________,married,________,False,False
12862,30,__________,single,___________,False,False
12863,48,__________,divorced,___________________,False,True
12864,47,___________,divorced,________,False,True
12865,35,___________,married,________,False,False
12866,29,______,married,___________,False,True
12867,30,__________,single,________,False,False
12868,42,______,married,_________________,False,True
12869,27,______,single,___________________,False,True
12870,37,________,married,________,False,True
12871,37,______,married,_________________,False,False
12872,28,___________,married,________,False,False
12873,34,__________,single,_________________,False,True
12874,34,__________,single,_________________,False,False
12875,28,________,married,___________,False,False
12876,34,__________,single,_________________,False,False
12877,30,__________,single,___________________,False,True
12878,42,___________,married,________,False,False
12879,33,________,single,___________,False,True
12880,29,_____________,married,_______,False,False
12881,30,__________,single,___________________,False,False
12882,30,__________,single,___________________,False,True
12883,44,___________,single,_________________,False,True
12884,42,___________,married,________,False,False
12885,30,__________,single,___________________,False,False
12886,31,__________,single,________,False,True
12887,36,______,married,_________________,False,True
12888,39,________,married,___________,False,False
12889,40,__________,divorced,___________________,False,True
12890,40,__________,divorced,___________________,False,False
12891,34,__________,single,_________________,False,False
12892,26,___________,married,________,False,False
12893,37,___________,single,________,False,False
12894,32,___________,married,_________________,False,False
12895,25,______,single,___________,False,False
12896,26,___________,married,________,False,False
12897,28,________,married,___________,False,False
12898,43,__________,single,___________________,False,False
12899,31,________,married,___________,False,False
12900,34,_____________,divorced,___________________,False,False
12901,29,__________,single,_________________,False,False
12902,34,___________,married,________,False,True
12903,23,______,single,___________,False,False
12904,27,______,single,___________________,False,False
12905,54,_______,divorced,________,False,True
12906,54,_______,divorced,________,False,True
12907,49,__________,married,_________________,False,True
12908,34,__________,single,_________________,False,False
12909,54,_______,divorced,________,False,True
12910,40,______,single,_________________,False,True
12911,20,___________,married,________,False,False
12912,30,__________,married,_________________,False,True
12913,30,__________,married,_________________,False,False
12914,24,_______,single,___________,False,True
12915,37,___________,single,___________________,False,False
12916,36,___________,married,________,False,True
12917,33,______,married,_________________,False,True
12918,32,________,divorced,___________,False,True
12919,36,___________,married,________,False,True
12920,34,___________,married,________,False,False
12921,33,________,married,________,False,True
12922,27,______,single,___________,False,True
12923,27,______,single,___________,False,False
12924,27,______,single,___________,False,False
12925,47,___________,divorced,________,False,True
12926,27,______,single,___________,False,False
12927,29,______,single,___________,False,True
12928,34,________,single,___________,False,True
12929,55,_______,married,________,False,False
12930,29,____________,married,_________________,False,True
12931,32,______,single,_________________,False,False
12932,27,____________,married,___________,False,False
12933,26,____________,married,________,False,False
12934,27,______,single,___________________,False,False
12935,45,__________,married,_________________,False,False
12936,25,___________,single,________,False,True
12937,37,________,divorced,________,False,True
12938,23,____________,married,___________________,False,False
12939,31,______,married,___________,False,True
12940,37,____________,single,________,False,True
12941,43,__________,single,_________________,False,False
12942,23,____________,married,___________________,False,True
12943,28,___________,married,________,False,False
12944,48,__________,divorced,___________________,False,True
12945,27,______,single,___________,False,False
12946,33,___________,married,________,False,True
12947,27,______,single,___________,False,False
12948,27,__________,single,_________________,False,True
12949,29,______,single,___________,False,True
12950,43,___________,divorced,________,False,False
12951,41,___________,married,_______,False,True
12952,41,___________,married,_______,False,True
12953,47,______,married,_________________,False,True
12954,29,______,married,___________,False,False
12955,43,__________,single,___________________,False,True
12956,33,___________,single,________,False,False
12957,43,___________,divorced,________,False,True
12958,53,_______,divorced,___________,False,True
12959,41,___________,married,_______,False,False
12960,26,__________,married,___________________,False,True
12961,41,___________,married,_______,False,True
12962,41,___________,married,_______,False,False
12963,52,_______,married,________,False,False
12964,43,______,single,___________,False,True
12965,55,_______,married,________,False,True
12966,27,______,single,___________,False,False
12967,27,______,single,___________,False,False
12968,27,______,single,___________,False,True
12969,28,___________,divorced,___________,False,True
12970,38,___________,married,________,False,False
12971,50,______,married,___________________,False,True
12972,35,___________,married,___________________,False,False
12973,35,__________,married,___________________,False,True
12974,49,__________,married,_________________,False,False
12975,29,________,married,___________,False,True
12976,42,___________,married,________,False,False
12977,40,___________,married,________,False,False
12978,28,___________,divorced,___________,False,True
12979,57,_______,married,___________________,False,False
12980,30,___________,married,________,False,True
12981,38,______,married,_________________,False,True
12982,34,______,single,_________________,False,True
12983,30,___________,married,________,False,False
12984,29,__________,married,___________________,False,False
12985,33,___________,single,________,False,True
12986,28,__________,married,___________________,False,True
12987,27,______,single,___________________,False,False
12988,49,__________,married,_________________,False,True
12989,38,___________,married,________,False,False
12990,55,________,married,________,False,True
12991,41,________,divorced,___________,False,True
12992,32,________,married,___________,False,False
12993,52,______,divorced,_________________,False,False
12994,33,___________,single,________,False,False
12995,35,____________,married,________,False,False
12996,25,___________,single,________,False,True
12997,31,___________,married,________,False,False
12998,59,_________,married,________,False,False
12999,28,________,married,___________,False,False
13000,28,________,married,___________,False,False
13001,32,__________,single,___________________,False,False
13002,26,__________,single,_________________,False,False
13003,28,________,married,___________,False,True
13004,28,________,married,___________,False,False
13005,28,________,married,___________,False,False
13006,28,________,married,___________,False,True
13007,44,______,married,_________________,False,True
13008,31,_____________,married,_________________,False,True
13009,57,______,married,________,False,True
13010,33,___________,single,________,False,True
13011,43,___________,divorced,___________,False,True
13012,34,__________,single,_________________,False,False
13013,47,__________,married,___________________,False,True
13014,28,________,married,___________,False,True
13015,32,___________,single,________,False,True
13016,27,______,single,___________________,False,True
13017,37,____________,married,________,False,False
13018,38,___________,single,________,False,True
13019,28,________,married,___________,False,False
13020,28,________,married,___________,False,False
13021,28,________,married,___________,False,True
13022,26,___________,single,___________________,False,False
13023,36,______,married,_________________,False,True
13024,31,______,single,___________,False,False
13025,33,___________,single,________,False,False
13026,52,______,divorced,_________________,False,True
13027,30,________,married,___________,False,True
13028,27,______,single,___________________,False,True
13029,28,___________,married,________,False,True
13030,28,________,single,___________,False,False
13031,26,______,single,________,False,True
13032,30,______,married,_________________,False,True
13033,48,__________,divorced,___________________,False,True
13034,25,________,married,___________,False,False
13035,32,___________,single,________,False,True
13036,29,______,married,___________,False,False
13037,28,________,married,___________,False,True
13038,28,______,single,_________________,False,True
13039,45,____________,married,_________________,False,True
13040,43,___________,divorced,________,False,False
13041,49,________,divorced,___________,False,True
13042,33,________,married,___________,False,True
13043,30,__________,single,___________,False,False
13044,31,______,single,___________,False,False
13045,43,______,married,_________________,False,False
13046,30,__________,single,___________________,False,False
13047,34,__________,single,_______,False,False
13048,34,__________,married,___________________,False,True
13049,38,___________,married,________,False,False
13050,55,_______,married,________,False,True
13051,33,___________,married,________,False,True
13052,48,__________,married,___________,False,True
13053,34,____________,single,________,False,True
13054,42,___________,married,________,False,False
13055,35,______,married,_________________,False,False
13056,43,___________,divorced,________,False,True
13057,27,______,single,___________,False,True
13058,28,__________,married,___________________,False,True
13059,34,___________,married,________,False,True
13060,40,________,divorced,___________,False,True
13061,23,______,single,___________,False,True
13062,28,________,married,___________,False,True
13063,34,__________,single,_________________,False,False
13064,28,________,married,___________,False,True
13065,27,_____________,single,___________________,False,True
13066,30,___________,married,________,False,True
13067,28,________,married,___________,False,False
13068,28,__________,single,___________________,False,True
13069,24,__________,married,_______,False,True
13070,24,_______,single,___________,False,False
13071,33,______,single,___________,False,False
13072,48,__________,married,___________________,False,True
13073,26,___________,married,________,False,True
13074,26,__________,single,___________________,False,False
13075,50,____________,married,_______,False,True
13076,24,_______,single,___________,False,False
13077,25,___________,single,________,False,False
13078,35,________,single,___________,False,False
13079,54,______,married,___________,False,True
13080,35,________,single,___________,False,False
13081,35,________,single,___________,False,False
13082,42,__________,divorced,________,False,True
13083,56,__________,divorced,___________________,False,True
13084,24,_______,single,___________,False,False
13085,55,__________,divorced,___________________,False,False
13086,33,______,married,_________________,False,True
13087,32,____________,married,________,False,True
13088,31,______,single,___________________,False,False
13089,25,________,married,___________,False,False
13090,29,__________,single,_________________,False,False
13091,52,______,divorced,_________________,False,False
13092,32,______,married,________,False,False
13093,32,__________,married,_________________,False,True
13094,32,___________,single,________,False,False
13095,29,______,single,________,False,False
13096,39,______,married,_________________,False,True
13097,30,__________,single,___________________,False,True
13098,37,______,married,_________________,False,True
13099,29,______,single,___________,False,True
13100,29,______,single,___________,False,False
13101,45,__________,married,___________________,False,True
13102,34,___________,married,________,False,True
13103,38,___________,married,_______,False,True
13104,33,______,married,___________,False,True
13105,34,___________,married,________,False,True
13106,35,_____________,single,_________________,False,False
13107,33,______,married,___________,False,False
13108,45,__________,married,___________________,False,False
13109,59,_______,divorced,_________________,False,False
13110,45,__________,divorced,________,False,False
13111,52,_______,married,___________________,False,True
13112,38,___________,married,_______,False,False
13113,42,____________,married,________,False,True
13114,28,__________,divorced,_________________,False,True
13115,28,__________,divorced,_________________,False,False
13116,28,__________,divorced,_________________,False,False
13117,54,________,married,___________,False,False
13118,54,________,married,___________,False,False
13119,37,__________,single,_________________,False,True
13120,29,______,single,___________,False,True
13121,35,__________,married,_________________,False,False
13122,40,___________,divorced,________,False,True
13123,25,______,married,___________,False,False
13124,57,_______,married,________,False,True
13125,32,________,single,___________,False,True
13126,34,______,single,_________________,False,True
13127,25,__________,single,_________________,False,True
13128,25,___________,married,________,False,True
13129,53,______,married,_________________,False,False
13130,53,______,married,_________________,False,True
13131,31,________,married,________,False,True
13132,40,__________,married,___________________,False,True
13133,57,___________,married,________,False,True
13134,31,________,married,________,False,False
13135,29,___________,married,___________,False,True
13136,30,__________,single,_________________,False,True
13137,35,_____________,single,_________________,False,True
13138,53,______,married,_________________,False,True
13139,43,_________,married,________,False,True
13140,51,___________,married,________,False,True
13141,43,_________,married,________,False,True
13142,43,_________,married,________,False,False
13143,33,________,married,________,False,True
13144,43,_________,married,________,False,True
13145,43,_________,married,________,False,True
13146,43,_________,married,________,False,True
13147,44,___________,married,________,False,True
13148,31,______,single,___________,False,False
13149,43,_________,married,________,False,False
13150,48,___________,married,________,False,True
13151,43,_________,married,________,False,True
13152,48,___________,married,________,False,True
13153,51,__________,married,_________________,False,True
13154,36,______,divorced,___________,False,True
13155,33,_____________,married,_________________,False,True
13156,36,______,married,_________________,False,True
13157,51,__________,married,_________________,False,True
13158,51,__________,married,_________________,False,True
13159,35,__________,married,_________________,False,False
13160,43,_________,married,________,False,False
13161,51,__________,married,_________________,False,True
13162,52,___________,divorced,________,False,True
13163,51,__________,married,_________________,False,False
13164,24,________,single,___________________,False,True
13165,34,___________,married,________,False,False
13166,51,__________,married,_________________,False,False
13167,24,________,single,___________________,False,True
13168,36,______,married,_________________,False,False
13169,24,________,single,___________________,False,True
13170,24,________,single,___________________,False,True
13171,48,___________,married,________,False,False
13172,24,________,single,___________________,False,True
13173,27,__________,married,________,False,True
13174,27,__________,married,________,False,False
13175,28,________,single,___________,False,True
13176,36,______,married,_________________,False,True
13177,34,__________,married,___________________,False,True
13178,34,___________,married,________,False,True
13179,41,__________,single,_________________,False,True
13180,43,___________,married,________,False,False
13181,30,______,married,___________,False,True
13182,34,______,single,___________,False,True
13183,34,______,single,___________,False,False
13184,34,______,single,___________,False,True
13185,31,__________,married,___________________,False,True
13186,42,__________,married,___________,False,True
13187,48,____________,married,_________________,False,True
13188,34,___________,married,________,False,True
13189,24,___________,married,________,False,False
13190,26,________,single,___________,False,False
13191,54,__________,married,_________________,False,True
13192,59,___________,divorced,________,False,False
13193,36,___________,married,________,False,True
13194,27,______,single,_________________,False,False
13195,51,__________,married,_________________,False,True
13196,36,___________,married,________,False,False
13197,40,___________,divorced,________,False,True
13198,51,__________,married,_________________,False,True
13199,27,______,single,_________________,False,True
13200,51,__________,married,_________________,False,True
13201,27,______,single,_________________,False,False
13202,32,___________,married,________,False,True
13203,32,___________,married,________,False,False
13204,32,___________,married,________,False,True
13205,33,________,married,________,False,True
13206,28,________,single,___________,False,True
13207,32,___________,married,________,False,False
13208,31,__________,single,_________________,False,True
13209,39,____________,divorced,________,False,False
13210,49,___________,married,________,False,True
13211,44,__________,married,________,False,False
13212,40,______,married,___________________,False,False
13213,30,___________,married,___________,False,True
13214,30,___________,married,___________,False,False
13215,31,______,married,_________________,False,False
13216,36,______,married,_________________,False,True
13217,31,__________,single,_________________,False,False
13218,32,___________,married,________,False,False
13219,31,__________,divorced,___________________,False,False
13220,31,__________,divorced,___________________,False,False
13221,24,___________,single,________,False,False
13222,44,__________,married,________,False,False
13223,31,__________,divorced,___________________,False,True
13224,31,__________,divorced,___________________,False,True
13225,28,__________,married,_________________,False,True
13226,44,__________,married,________,False,True
13227,31,___________,married,________,False,True
13228,28,__________,married,_________________,False,True
13229,37,__________,single,___________________,False,False
13230,26,___________,single,________,False,True
13231,34,___________,married,________,False,False
13232,55,______,divorced,___________,False,False
13233,55,______,divorced,___________,False,True
13234,32,__________,married,_________________,False,True
13235,45,___________,divorced,________,False,False
13236,45,___________,divorced,________,False,True
13237,43,______,married,_________________,False,True
13238,33,______,married,___________,False,True
13239,52,_______,married,___________________,False,True
13240,45,___________,divorced,________,False,True
13241,28,___________,single,___________________,False,True
13242,23,___________,married,________,False,True
13243,37,___________,single,________,False,True
13244,52,___________,divorced,________,False,True
13245,33,______,single,_________________,False,True
13246,44,__________,married,___________,False,False
13247,44,__________,married,___________,False,True
13248,52,__________,married,___________________,False,False
13249,26,__________,married,_________________,False,True
13250,36,______,divorced,___________,False,True
13251,26,___________,married,________,False,False
13252,34,______,single,_________________,False,True
13253,49,___________,single,________,False,False
13254,34,______,single,_________________,False,True
13255,46,_________,married,________,False,False
13256,41,___________,married,________,False,True
13257,42,___________,married,________,False,True
13258,51,______,married,_________________,False,True
13259,29,__________,married,___________________,False,True
13260,40,___________,married,________,False,False
13261,47,___________,married,________,False,False
13262,31,___________,married,________,False,True
13263,31,___________,married,________,False,False
13264,31,_________,married,________,False,True
13265,50,______,single,___________,False,True
13266,25,___________,single,________,False,True
13267,26,______,married,___________,False,True
13268,22,_______,single,___________,False,False
13269,31,___________,married,________,False,True
13270,32,__________,single,_________________,False,False
13271,31,______,single,___________,False,False
13272,43,______,married,_________________,False,True
13273,41,___________,single,________,False,False
13274,40,__________,married,_________________,False,True
13275,40,__________,married,_________________,False,True
13276,31,___________,married,________,False,True
13277,36,______,divorced,_________________,False,True
13278,55,_______,married,________,False,False
13279,44,______,married,___________,False,True
13280,23,__________,single,_________________,False,True
13281,26,___________,single,________,False,False
13282,44,______,married,___________,False,True
13283,29,________,divorced,___________,False,True
13284,25,_________,single,___________,False,False
13285,54,__________,married,_________________,False,False
13286,26,______,single,___________,False,True
13287,52,________,married,___________,False,False
13288,29,__________,married,___________________,False,True
13289,50,______,single,___________,False,True
13290,32,______,single,_________________,False,False
13291,32,______,divorced,___________,False,False
13292,29,________,divorced,___________,False,True
13293,44,______,married,___________,False,False
13294,24,________,single,___________,False,True
13295,28,____________,married,_________________,False,False
13296,28,____________,married,_________________,False,False
13297,39,__________,married,___________________,False,True
13298,39,________,married,________,False,False
13299,32,__________,single,_________________,False,True
13300,40,______,married,___________,False,False
13301,27,___________,married,________,False,True
13302,36,__________,married,___________________,False,True
13303,31,______,single,___________,False,False
13304,51,__________,married,_________________,False,True
13305,29,______,married,_________________,False,True
13306,33,______,single,_________________,False,True
13307,28,__________,single,_________________,False,False
13308,41,_____________,married,________,False,False
13309,29,______,married,_________________,False,True
13310,35,__________,married,_________________,False,False
13311,26,________,married,___________,False,False
13312,51,_________,married,________,False,False
13313,30,___________,married,________,False,False
13314,25,___________,married,________,False,False
13315,30,___________,married,________,False,True
13316,28,________,married,___________,False,True
13317,37,___________,married,________,False,False
13318,55,__________,divorced,________,False,True
13319,37,___________,married,________,False,True
13320,37,___________,married,________,False,False
13321,28,___________,married,________,False,False
13322,39,__________,married,___________________,False,True
13323,44,_________,married,________,False,True
13324,45,_____________,married,________,False,True
