transaction_id,user_id,timestamp,amount,merchant_category,location,payment_method,is_fraud
52aa694a-ba44-4c2e-85e4-eb8e35adb671,8857,2024-05-13 21:16:26,4024.39,Groceries,Miami,Credit Card,0
360d0cc6-9f16-4c9f-b420-c44e3c89b55b,2093,2024-08-30 11:24:41,4223.0,Online Purchase,Seattle,Bitcoin,1
1a8822ad-6021-4619-ab68-4ad0485c057f,9159,2024-04-06 06:23:21,408.45,Online Purchase,Miami,Credit Card,0
a28455cb-0831-4231-8c9b-8b3ee1d9de16,7727,2024-07-03 15:08:50,674.65,Electronics,Miami,Bitcoin,1
67b98fec-f8c9-4344-b0ce-a7a54cb37666,9156,2024-10-20 02:50:39,2068.77,Groceries,Los Angeles,Credit Card,0
c99a9022-28a6-49c2-aa28-deed82610368,2274,2024-03-01 11:18:36,712.17,Gas Station,New York,Bitcoin,0
d264827a-c2f4-44fa-83b3-fb3ff10d6640,8774,2024-08-07 15:46:39,295.85,Fast Food,Miami,Debit Card,0
4a599932-2282-4950-85ee-14edd8d12d20,9092,2024-11-25 14:15:52,3052.65,Fast Food,New York,Debit Card,0
4651eb11-00c1-466f-a7a4-4bb0d37705f8,6057,2024-03-01 20:19:20,2757.7,Fast Food,New York,Credit Card,0
63042613-0bbc-4677-ae00-b75e4b8da079,6520,2024-11-22 15:38:13,4956.73,Entertainment,Houston,PayPal,0
ac4e5605-34fe-4f8f-a12f-a6f696c655db,3693,2024-03-21 23:43:21,3368.64,Luxury Goods,Chicago,PayPal,0
94ea16bc-58ca-4d7a-b317-d9e11bc5ff6d,6484,2024-06-03 20:40:14,2099.95,Online Purchase,San Francisco,Debit Card,0
6827dc2f-0526-410a-a899-faa62c926904,3668,2024-08-22 18:06:42,3207.54,Groceries,Chicago,Debit Card,0
f0a6b3ff-79f2-4274-b7db-444b32872e4d,8356,2024-06-14 17:25:41,765.44,Luxury Goods,Chicago,Credit Card,0
63207520-c8dc-4ae9-886d-edf511458cde,9432,2024-10-18 00:19:06,4103.33,Travel,Seattle,Bitcoin,0
6914e0bc-a50a-4326-a90c-075459669297,2601,2024-02-25 05:08:26,2170.58,Subscription Service,Chicago,PayPal,0
46113643-4f8e-466e-819c-34216f17973c,2216,2024-11-05 19:42:27,3130.99,Clothing,Los Angeles,Bitcoin,1
4d5b40e6-a6fc-4874-9283-e24937f079f3,8058,2024-01-13 07:10:21,681.3,Electronics,Seattle,Bitcoin,0
aa3404d1-b399-40a2-86bf-822559231bac,6360,2024-05-19 05:05:39,3469.32,Clothing,Houston,Debit Card,0
dd173f44-5779-45a6-ba4f-7380c1e6618f,1258,2024-07-04 13:00:52,3251.04,Luxury Goods,New York,Credit Card,0
f455cda4-60c5-420f-b4e9-2863780621de,3125,2024-02-15 17:08:37,1330.96,Entertainment,Houston,Credit Card,0
2da1ee44-8d81-4a75-99d5-473e02f20beb,3568,2024-06-09 05:17:26,3551.03,Fast Food,San Francisco,Debit Card,0
d1656de1-dc89-4f76-9885-34e698c6857d,9918,2024-06-19 00:06:19,1003.61,Luxury Goods,Seattle,Debit Card,0
699ac788-a766-4514-959a-ce0320643bc5,1237,2024-12-09 18:44:44,960.54,Travel,Seattle,Credit Card,0
73a05869-0f9c-46b5-9528-52c0e167a3d6,8582,2024-07-26 13:57:40,3434.55,Clothing,Chicago,Bitcoin,0
9115537e-ae7b-497f-a99b-351cd5b9dd7f,1789,2024-05-22 18:41:02,1745.89,Gas Station,New York,PayPal,1
1470faa9-8e44-4044-8391-440d84a4c458,8413,2024-04-08 18:54:57,70.17,Entertainment,Los Angeles,PayPal,0
60ac3db7-cbe6-45a4-9541-e5a285497a69,4164,2024-05-26 15:41:57,2953.29,Entertainment,Chicago,Debit Card,0
1f62225d-a6c8-4837-a553-a2bcafce8007,3581,2024-04-20 19:39:57,229.79,Luxury Goods,New York,Credit Card,0
f6101ec8-95b0-4f63-9701-89c8ef65de13,7094,2024-07-04 03:28:25,2227.58,Electronics,Seattle,Bitcoin,0
ea516bc5-ab29-48d9-812b-873ca5643cd2,1703,2024-12-05 05:20:10,2272.88,Subscription Service,San Francisco,Debit Card,0
4e45573c-8d98-4ef7-b01a-55fcb06f2caa,5119,2024-01-13 15:21:34,4008.11,Clothing,Los Angeles,Bitcoin,0
adaf1eb9-90da-4c05-ade0-e1bc6ee06f3e,6207,2024-11-14 21:03:27,1935.9,Online Purchase,Chicago,Credit Card,0
3c43da25-e3f2-4450-a455-0a2a2309e944,2157,2024-10-26 07:27:13,320.75,Subscription Service,Miami,PayPal,0
4092b534-3e44-4fec-be81-408fe1202a98,8943,2024-02-14 22:54:55,1833.64,Travel,Seattle,PayPal,0
b95f9e63-c784-4d6d-bd33-c601024339d5,6809,2024-11-13 23:24:17,407.88,Luxury Goods,San Francisco,Debit Card,0
c32d25f9-a145-4261-b02f-c7200e71e3cd,5145,2024-11-25 05:17:18,4145.04,Electronics,Chicago,PayPal,0
449cb215-e6b9-420d-86ee-58154ae8d02f,3008,2024-03-29 19:16:17,1871.95,Online Purchase,Miami,Credit Card,0
f744a46c-4a20-42e2-8664-1c84293136e5,8297,2024-04-14 07:47:28,181.27,Clothing,Los Angeles,Bitcoin,0
d648db66-8415-4583-a692-dde4ca83a727,2625,2024-03-08 20:45:02,3121.41,Groceries,Seattle,Credit Card,0
c9649212-3353-4ce2-9161-032e1b3efdf8,3750,2024-06-21 06:32:56,4327.42,Travel,San Francisco,Bitcoin,0
55b016c6-ed53-4da5-82fd-fb9c3e30cde9,4620,2024-06-21 07:26:01,1778.13,Travel,Seattle,PayPal,0
6c349b02-1275-4fee-83f3-251b06a72b5b,6312,2024-07-20 17:38:28,4053.82,Fast Food,New York,Credit Card,0
9f8d71bf-17cc-422e-b8f2-2643bfbbe16d,2924,2024-04-11 13:06:32,4069.46,Subscription Service,Miami,Bitcoin,0
45a3aa97-6e7a-4bfe-ab55-c06273c34d5a,1864,2024-08-18 11:05:20,493.61,Groceries,Seattle,Credit Card,0
c6b11efe-3411-493c-9b8a-711ccfc3b7af,1009,2024-11-22 07:57:40,449.77,Entertainment,Houston,PayPal,0
e076ec2a-cd80-4275-b637-e2c3255c9e80,5820,2024-01-21 23:53:36,1016.29,Electronics,San Francisco,Credit Card,0
35325218-a8f7-4012-9fad-c75d7acc0d3e,4617,2024-07-26 16:12:06,2168.54,Online Purchase,Los Angeles,Bitcoin,0
07c0a0df-31a5-4988-9e8c-1722138b7cb4,5925,2024-03-20 00:11:35,1416.76,Subscription Service,New York,Credit Card,0
4ceea91c-31a5-4fec-8adf-1cda02dd50ba,2740,2024-07-09 20:53:54,1932.28,Travel,New York,PayPal,0
c1b79b4c-f59f-4ee5-934d-b07731ec6875,3800,2024-11-01 04:15:56,4661.53,Groceries,Houston,Debit Card,0
0f093bb3-9a24-4f2a-9086-daa1f6784a1e,5693,2024-03-25 11:14:11,4875.24,Fast Food,Chicago,Credit Card,0
70a0c7d0-9323-4e0b-93f2-df339f65ed4b,5487,2024-06-20 23:41:09,1068.75,Fast Food,New York,Debit Card,0
6456c503-9220-430f-848d-cb5d6ba58d22,7294,2024-04-20 19:01:39,38.78,Clothing,New York,Bitcoin,0
537e5f18-59dd-4e1d-b23b-be9f8a6bd8ab,1973,2024-11-12 09:42:21,3897.74,Luxury Goods,Miami,Bitcoin,0
8f564909-eb09-4c41-ac2e-39406315a07e,1942,2024-11-03 14:19:07,10.98,Travel,Los Angeles,Debit Card,0
ee81d439-f4e6-474f-955b-72fd66bb7fa8,7762,2024-07-16 12:21:02,3616.33,Groceries,Seattle,Credit Card,0
ff7be3ea-2de9-4dde-843c-aeddd6dd3c1c,4860,2024-12-18 05:06:31,2287.29,Subscription Service,Seattle,Credit Card,0
f78ce077-5c66-4f42-ae3d-0b9443beb383,3783,2024-03-07 06:21:51,4204.32,Online Purchase,Los Angeles,PayPal,0
aac54689-7a49-47fb-a2be-a023191f8bc1,1115,2024-06-14 14:57:07,354.6,Entertainment,Seattle,PayPal,0
26fe5c5f-3da3-458a-84c9-75b459d571d3,1939,2024-04-14 06:00:31,414.87,Groceries,Miami,PayPal,0
14d8b74e-7168-4b89-a5fc-52de0bb0e66a,9101,2024-10-17 00:20:11,2716.76,Clothing,Houston,Debit Card,0
b18a2a4d-4e21-49d4-996f-e7c659bc9c86,9888,2024-07-23 04:42:25,1397.29,Online Purchase,Seattle,PayPal,0
d0846a22-1f1c-4a0f-83b8-841086234253,6377,2024-05-25 05:49:03,3110.7,Subscription Service,San Francisco,Credit Card,0
0227cac4-ff3d-4588-b52c-83af6a86dd23,9105,2024-09-14 16:24:44,4656.72,Fast Food,Houston,PayPal,1
494624d4-08cd-489c-8398-1ab183d4aa60,7139,2024-09-20 14:53:49,4336.98,Clothing,Miami,PayPal,0
9b7db11d-bd0a-47c0-a41a-0030b2045dc6,9405,2024-06-09 04:28:04,4465.22,Luxury Goods,Miami,PayPal,0
3cc84f60-62ec-40f9-ad39-b99f51822c2f,2203,2024-02-15 09:33:58,2194.0,Subscription Service,Houston,PayPal,0
b207151b-c52b-4969-97a3-806250e125ed,9468,2024-06-22 00:01:31,1938.65,Subscription Service,Los Angeles,PayPal,0
2f16ffe4-bb7e-4793-bf9f-304ff7510bae,7966,2024-03-06 17:47:11,3704.43,Fast Food,New York,Bitcoin,0
6859e2f1-a12b-4678-b3e8-ae5e5022e1d8,5707,2024-11-27 13:55:03,196.24,Online Purchase,Chicago,Credit Card,0
ca155b2a-c02f-4bc9-a931-e867e37ad6a9,9432,2024-09-30 09:56:37,3986.49,Entertainment,Los Angeles,Debit Card,0
c28b2d15-46bd-4788-84df-8bf9169c64d9,1200,2024-06-13 08:10:05,287.26,Electronics,Los Angeles,PayPal,0
564726b8-e24f-4dfd-aa14-fa8de1bc4c30,2014,2024-09-22 22:55:06,3105.66,Clothing,New York,PayPal,0
8a52b6f4-ef68-4300-bc84-4a1e4a4bd29a,7593,2024-05-11 08:22:29,924.35,Gas Station,Los Angeles,PayPal,0
f9f99a98-4046-4963-b066-418248451f55,2690,2024-06-03 22:41:49,780.28,Gas Station,Houston,Credit Card,0
22e759bc-671a-4643-a3bc-7743f77a9b27,8082,2024-09-24 17:12:07,4181.34,Entertainment,Houston,Bitcoin,0
e94d1935-f2e6-4a83-b89a-58230fe5bc7b,2464,2024-02-28 02:30:59,3923.01,Fast Food,Chicago,Bitcoin,0
6c3ccc5b-7aa6-4c28-bc15-b6f944a72cdf,3464,2024-02-09 08:42:59,565.23,Fast Food,Los Angeles,PayPal,0
7f0817b7-9442-4316-886d-806398f9c343,6104,2024-12-14 14:31:52,2459.67,Online Purchase,Miami,Bitcoin,0
8270ac39-174b-4b0f-a20e-1d0f5f94e5cb,3939,2024-02-12 14:08:07,2078.92,Entertainment,New York,Debit Card,0
75d9f567-81d4-4549-b5eb-05f909d4c5f4,7294,2024-06-11 14:08:07,1559.67,Subscription Service,Seattle,PayPal,0
1ecac110-9921-49a1-9683-fd74a53aa82c,8113,2024-11-21 17:07:18,2666.08,Gas Station,New York,PayPal,0
401cde83-9883-4bf9-8d81-01de2ebb9866,3282,2024-01-21 00:43:09,2470.2,Luxury Goods,Houston,Debit Card,1
55234f20-655b-4458-b126-c91880a15ca9,9478,2024-04-28 05:01:22,4019.77,Travel,New York,Credit Card,0
22ee0980-2ccf-458f-bf52-66c53f59cb8c,8918,2024-09-06 19:07:21,286.37,Electronics,Miami,Credit Card,0
55553b8c-5f79-4631-946d-7d07c4e15c90,3381,2024-06-29 02:37:30,1103.27,Groceries,Houston,Credit Card,0
c1a9bfab-7e6f-4690-8967-7e8c111ed2ee,9398,2024-03-22 09:53:02,1461.8,Travel,Seattle,Debit Card,0
028f398f-e4da-4fed-af46-c9b8846fa0ae,3633,2024-05-29 09:28:37,3124.15,Travel,New York,Debit Card,0
76f7d1c8-9642-4da2-8228-f1f48b9c1906,4590,2024-04-19 16:37:57,4066.23,Travel,San Francisco,PayPal,0
a9c5c88f-99eb-4c0d-ab75-e41ebca4c0e2,4988,2024-11-30 04:10:24,3499.52,Luxury Goods,Miami,Bitcoin,0
50528eed-352a-4e5c-9be3-94c484c4e6bd,3401,2024-03-21 18:55:05,800.04,Entertainment,New York,Bitcoin,1
fd64a3a6-1243-4df6-b8e4-ba0e9a31edb1,4080,2024-06-14 15:34:31,2341.64,Online Purchase,Miami,PayPal,0
69d3abdf-d66f-4bc6-ae3f-a6d6a56432a8,4778,2024-07-06 05:55:02,1533.17,Electronics,Seattle,PayPal,0
8e0282d6-c1df-492f-9237-2c0ab734dc81,3287,2024-02-03 01:39:38,2464.56,Groceries,Los Angeles,Credit Card,0
ab300add-5576-42d3-b372-8c6b44ac5122,6206,2024-05-12 00:24:17,1684.92,Luxury Goods,Chicago,PayPal,0
8b0c48cd-ca87-4d74-85a1-05c8a21795c1,1771,2024-04-14 03:30:16,715.42,Electronics,San Francisco,Credit Card,0
a194a060-1c38-4e7d-913e-c878a6ff4cca,5115,2024-02-01 08:57:14,507.79,Luxury Goods,San Francisco,Debit Card,0
5444e6f5-2c67-4493-a7f9-00d10c03a200,4444,2024-07-30 15:32:04,1186.93,Electronics,Houston,PayPal,0
5226d637-82cc-42cf-9504-b09e88a3346d,2100,2024-01-19 03:28:49,3600.99,Travel,Chicago,PayPal,0
7aea78cf-91e6-4e17-8049-e334003fa13d,6611,2024-12-25 07:54:15,67.43,Gas Station,San Francisco,PayPal,0
f93d725b-2bcb-46aa-9746-3d46137fcb3a,3140,2024-01-10 02:19:34,3230.54,Travel,Houston,Bitcoin,0
7aeb551e-8d18-43b3-ac12-4bcb2ea46570,9570,2024-12-15 00:42:34,2574.08,Entertainment,New York,Credit Card,0
b4cb3de7-824c-4989-9c6e-e36987862bba,2802,2024-11-19 13:13:21,4763.16,Travel,Chicago,Credit Card,0
af94e6b5-d092-48f9-989e-2af7c1340ecd,7181,2024-04-26 05:40:19,4362.3,Entertainment,Miami,PayPal,0
e49cf2b1-f6b5-46c6-b0b3-50993bf551b3,2210,2024-05-25 18:22:56,4462.81,Online Purchase,Seattle,Debit Card,0
55e20665-674e-455f-81a1-d2ff9ca86df6,6762,2024-06-23 17:52:25,1733.53,Groceries,Los Angeles,Debit Card,0
0a2280df-b647-4b07-ab5c-5cb75a7d0a4b,4099,2024-11-18 15:39:38,3802.81,Gas Station,Chicago,Debit Card,0
44ddb398-df22-4b15-8baa-15c353279c5a,9155,2024-02-24 18:10:00,2654.59,Fast Food,Los Angeles,Credit Card,0
c9bcdab6-c410-4305-8310-c51688876e14,7711,2024-01-12 23:04:21,2605.66,Electronics,Houston,PayPal,0
60e835c5-61f3-4b7e-a35e-33339e24428b,1515,2024-11-26 00:45:44,2508.04,Clothing,Miami,Debit Card,0
b2a5986d-897b-47ef-8a00-b6d8a88e7325,6289,2024-12-08 01:25:00,1906.6,Luxury Goods,San Francisco,Debit Card,0
bb2e9c3c-a114-4d61-bbf8-4a1c41c151f8,4119,2024-11-09 13:40:44,4282.45,Travel,San Francisco,Credit Card,0
0e8bc60b-c6e9-4ed3-b59e-67a287bf2543,8543,2024-09-28 03:22:44,952.68,Subscription Service,New York,Bitcoin,0
ce4c1dfd-8738-492e-8941-bdf1f15e3539,9414,2024-05-06 06:20:17,168.15,Luxury Goods,Miami,Bitcoin,0
d924924b-3914-40f0-a4c1-3b87fc5ce663,6807,2024-10-07 07:17:30,3643.22,Online Purchase,Los Angeles,Credit Card,0
2b4e16dd-70a9-497e-a1f3-a741d6177562,7637,2024-02-16 16:42:30,1320.54,Entertainment,Houston,Credit Card,0
db1c1703-cee4-43b4-9b6d-782bdc4d242a,4302,2024-08-24 13:13:19,3174.77,Gas Station,Miami,Credit Card,0
19b2625e-3004-49d5-af90-fddde360dcd8,4784,2024-06-23 22:55:38,3109.05,Online Purchase,Houston,Credit Card,0
76ade79c-cd8a-49be-a414-819a3a4855d2,4184,2024-04-08 15:57:39,3832.94,Clothing,Chicago,Debit Card,0
df85ef98-6d6e-4b23-9ef4-43a9a99e6336,2887,2024-02-01 01:08:37,2772.12,Travel,Seattle,PayPal,0
a1e97746-9312-465f-89ef-4932490715b7,3662,2024-08-01 18:57:47,4544.73,Gas Station,Chicago,Credit Card,0
3079389d-b78e-4271-bbdb-a1f3fa116742,8128,2024-04-14 03:04:24,363.06,Online Purchase,Chicago,PayPal,0
6a80de04-e335-427c-8350-79c0077ac759,9895,2024-10-07 09:24:25,415.69,Travel,New York,Bitcoin,0
3db34af2-c3a6-4510-94fc-4425a787ee56,7042,2024-12-17 11:59:18,3273.15,Entertainment,Miami,Debit Card,0
06e3bfe1-3b01-4144-8a2a-f6721f09e3fd,7105,2024-11-08 11:47:13,3493.52,Subscription Service,Chicago,Debit Card,0
cf7a806c-be01-4fcf-9b1e-e57d0c65c8dc,2072,2024-11-24 02:47:38,1889.52,Groceries,Los Angeles,Credit Card,0
ffbf7c58-1256-448e-8e9b-561de36bb78f,8966,2024-12-13 15:24:50,1056.43,Gas Station,Chicago,Credit Card,0
4e6e3fa0-808e-4853-9085-6e2171d2f31b,7446,2024-01-13 20:25:44,4363.22,Subscription Service,Miami,Credit Card,0
8c6ebac7-0161-4c2a-9569-996ad3b43efd,8085,2024-03-05 20:19:59,2239.57,Groceries,Chicago,Debit Card,0
064fbc64-c439-455d-a057-92aadde12e10,2933,2024-12-10 15:46:16,2974.2,Subscription Service,Los Angeles,Bitcoin,0
e46aa5ce-b024-4ebd-ba8d-0e52bf2267e0,6921,2024-11-03 05:10:56,2936.0,Clothing,Seattle,PayPal,0
b472127c-e240-409d-aa86-0c08a1210182,6986,2024-06-06 00:00:38,1030.72,Fast Food,Houston,Debit Card,0
9351ff1c-eb64-4c8d-b833-a667f25d7881,2490,2024-03-23 00:37:42,1456.15,Online Purchase,Chicago,PayPal,0
c300fa2e-30a2-4ec2-9309-8e5017c09a7f,9313,2024-08-30 04:28:59,1689.56,Entertainment,Houston,Debit Card,0
bf0e706b-3869-4e9d-a3a3-3c222917eeda,5941,2024-12-04 17:00:55,2512.09,Fast Food,Los Angeles,Debit Card,0
b3486dce-f1bc-43d8-8997-323f17a6c502,6140,2024-07-28 04:05:05,1410.71,Entertainment,Los Angeles,Debit Card,0
d2d3b900-e1dd-48ec-aac8-cc7bb10b78d0,4260,2024-02-24 21:04:03,561.27,Clothing,San Francisco,PayPal,0
3a23d97f-0139-464e-b60d-41304223e09d,2917,2024-01-14 01:37:41,2412.63,Luxury Goods,Miami,Debit Card,0
6ec08863-f348-4c69-ae72-d6588ed12da4,2257,2024-06-13 08:09:49,2809.73,Gas Station,Miami,PayPal,0
541c974e-2ac5-426d-93e8-c7c313dd4690,4151,2024-12-02 17:31:49,527.36,Travel,Los Angeles,Credit Card,0
9f3a1f5e-81d5-404f-b977-65f5f34ed25c,6889,2024-09-05 23:26:10,3996.03,Entertainment,Houston,Bitcoin,0
6c5a1085-62b5-4128-bd5c-d5355ffc9150,5579,2024-01-24 15:37:09,3532.33,Travel,Seattle,Bitcoin,0
a9a548a7-14ef-40eb-84c8-f359398d20a8,3881,2024-12-29 11:47:07,649.59,Groceries,Houston,Debit Card,0
9884c8a1-dfa8-4dca-84b4-e11f1501c38a,3461,2024-08-31 09:27:19,3953.56,Luxury Goods,Los Angeles,Bitcoin,0
ed76aec5-4696-4a32-b1ff-36df306a6587,8894,2024-03-14 15:30:37,3741.13,Travel,Miami,Debit Card,0
f86bfb14-f472-48ff-828e-aa57ad52a42b,9048,2024-09-06 02:49:04,3444.93,Online Purchase,Seattle,PayPal,0
a9c1c451-b432-4af6-b72d-2a4c13ca4ae0,7127,2024-10-31 19:29:51,3923.51,Groceries,New York,Bitcoin,0
1b042301-8ea0-4051-a752-254037b3b9bc,1265,2024-07-02 13:08:33,937.38,Entertainment,Los Angeles,Debit Card,0
ae90fce6-0428-458c-a873-0b1dc769ec28,4550,2024-12-06 20:36:28,725.1,Fast Food,Miami,Credit Card,0
55666ba0-377a-4a06-9987-1575f27cba02,9703,2024-02-28 17:27:42,2393.8,Gas Station,Houston,Bitcoin,0
e6de9050-ac69-42fd-be2c-c5cc7f6942f5,1654,2024-10-14 12:01:44,2798.86,Gas Station,Seattle,Bitcoin,0
ab312044-3ff7-4dea-8d7d-9b833a4016aa,6161,2024-05-28 11:59:45,3684.4,Fast Food,Houston,Bitcoin,0
327d80c7-8274-495c-a792-2ad767684298,8057,2024-04-03 11:54:24,1262.38,Entertainment,Seattle,Credit Card,0
cd0b467b-b36c-46b9-8acf-ceb705f31183,4859,2024-11-16 13:03:59,2590.07,Clothing,Seattle,Credit Card,0
a22de9d0-ed8d-4859-b4c6-e4e1caa02afb,4289,2024-12-04 18:38:24,532.09,Gas Station,Seattle,Credit Card,0
e43fd607-65c4-4dfa-9753-332688369c6f,7777,2024-11-26 22:40:05,1898.71,Luxury Goods,Miami,Debit Card,0
d7e26514-415b-4f7a-9e60-a282254ac7be,3800,2024-01-31 02:52:46,3277.47,Fast Food,Seattle,Debit Card,0
a7081d5e-9c72-46bd-b515-4e481a0e5f8f,1007,2024-08-12 18:50:22,3258.67,Entertainment,Chicago,PayPal,0
3e704d44-ac69-4f17-8a28-e1e5348862d2,7069,2024-02-04 07:40:48,337.24,Travel,New York,PayPal,0
aa8a7c68-fef9-40ee-89f2-d251209e6a25,5116,2024-05-12 05:53:56,2382.88,Fast Food,New York,Credit Card,0
48ea1cde-56a9-4654-a734-a8043b051748,8158,2024-06-23 11:53:08,983.08,Online Purchase,Seattle,Bitcoin,0
b10bc254-36a3-4962-b0ea-085ea5955ec2,5788,2024-09-06 06:34:50,342.44,Entertainment,Los Angeles,Debit Card,0
0dfe4f47-fa6c-4f45-ac4b-a257f579594e,8892,2024-10-18 09:12:59,4740.91,Travel,Los Angeles,PayPal,0
4c7cdb19-67e5-4531-8eb9-0b7b1e0f071b,7743,2024-07-01 04:15:58,3022.2,Online Purchase,Miami,PayPal,0
345b317b-14b0-4433-bd82-ddf84e456ddb,4106,2024-07-09 10:30:31,245.77,Online Purchase,Seattle,Credit Card,0
d2bf02af-9669-4c3f-8c9f-923e0936d013,9786,2024-05-03 21:37:40,1729.79,Subscription Service,New York,Debit Card,0
b2f50621-bdf2-4ddc-95cf-5e1149bcc6fd,6845,2024-10-18 04:41:01,575.81,Online Purchase,San Francisco,Credit Card,0
076b9757-4fe7-4f5c-a74c-5445e3b9dce3,8481,2024-04-30 05:05:41,870.55,Clothing,Chicago,PayPal,0
20260d48-8918-459c-bf23-3d8e1931522d,7798,2024-02-14 02:12:08,2909.77,Online Purchase,Houston,Bitcoin,0
6dfa0941-d68b-42f2-9c5c-e138c997a10c,2063,2024-08-24 01:12:26,1488.02,Entertainment,Los Angeles,Debit Card,0
fd762ae8-b924-4ede-b935-17c11dfe826a,7279,2024-10-22 14:05:48,3241.51,Clothing,Los Angeles,Debit Card,0
a30b7b8a-07cd-4348-a7c7-edcf256477a9,4332,2024-01-16 13:43:39,2280.94,Fast Food,Miami,Bitcoin,0
10574164-ee9f-4402-90b2-4b98a9be7b96,4851,2024-10-28 07:13:13,3735.08,Fast Food,San Francisco,Bitcoin,0
b70e9bdb-be95-4093-8921-f085ff4b648f,4516,2024-02-03 06:49:13,2614.6,Entertainment,Chicago,Debit Card,0
6ed665f0-b376-4e1d-a7c8-101102ea860f,9384,2024-08-14 23:08:05,2187.33,Travel,Miami,Bitcoin,0
c35679af-094a-4d88-b609-99d73126a239,3976,2024-08-30 00:24:59,2950.98,Clothing,Houston,Debit Card,0
a87226bc-bedc-4032-a567-d5a3500855e1,5937,2024-03-28 23:44:44,3799.81,Fast Food,Miami,Bitcoin,0
4ee0cb33-a7d6-40b7-9cbc-77bcee895dbe,8801,2024-05-26 14:20:31,2093.56,Entertainment,Seattle,Bitcoin,0
7cea28ba-443d-4aaf-bbcd-f29680eb65c9,5249,2024-10-15 09:31:51,3407.13,Subscription Service,Chicago,PayPal,0
86dbc5e0-bd0d-481e-b7df-a93f71eeebe6,3407,2024-06-20 12:25:02,4490.41,Fast Food,Seattle,Bitcoin,0
1a84bc02-e173-46ec-8bc3-7bebca2c71e7,8610,2024-01-05 16:15:02,1650.95,Electronics,New York,PayPal,0
e9c81f21-2ee5-41ed-8095-0ab390ed5dc2,5673,2024-04-17 20:45:37,2238.41,Groceries,Seattle,Bitcoin,0
681847f7-0a82-42bc-823a-fa6cd5630453,4654,2024-09-30 02:26:07,3885.05,Subscription Service,New York,Bitcoin,0
e27015c2-a755-4bd5-9236-852d715e9790,6651,2024-08-30 11:39:08,4172.72,Luxury Goods,Seattle,Bitcoin,0
3d8a6070-1e48-4a28-9564-0dbb75686d1f,4912,2024-01-09 04:50:49,602.74,Online Purchase,Miami,Debit Card,0
314d4e81-c0a8-41c0-9b94-b0f817a28311,4115,2024-07-29 03:37:20,3557.41,Luxury Goods,Chicago,Debit Card,0
51161da7-5561-44bc-8a93-2a1c7b9591a9,9053,2024-09-24 13:19:41,2471.48,Entertainment,Los Angeles,Debit Card,0
e5d2e8dd-6381-4670-8cc5-072d34f8952a,1310,2024-04-16 09:57:47,2173.27,Subscription Service,Chicago,Credit Card,0
578d787b-d092-4058-b9d9-bdf14468352b,6998,2024-10-30 07:50:46,1595.64,Online Purchase,Seattle,Bitcoin,0
50951959-495d-4f11-9bcc-336ffd530c5a,7299,2024-11-24 08:25:29,2127.22,Luxury Goods,San Francisco,Bitcoin,0
2478505c-156b-4e47-a040-e76ea6fd624c,8956,2024-11-03 04:56:41,831.39,Luxury Goods,San Francisco,Debit Card,0
d01cc570-aade-4301-9b37-1c852bdb1bfe,9718,2024-11-28 11:40:30,4668.56,Fast Food,New York,PayPal,0
f1d496c5-021d-47f2-bdbf-9cd0175b073d,5976,2024-03-21 18:17:15,4160.94,Electronics,Houston,Debit Card,0
98f3956e-b9c2-4150-8228-c6c0ea9bfc54,7333,2024-03-28 00:46:49,2651.07,Fast Food,Miami,PayPal,0
881c0df2-c9fd-48d4-9858-b15697cef220,6770,2024-11-24 09:48:10,4478.19,Groceries,Los Angeles,Credit Card,0
853b51b5-1ade-4bf4-8152-4ac8c7b76ea7,1621,2024-10-07 23:46:26,4460.82,Luxury Goods,Chicago,Credit Card,0
54db6d7b-7ae4-425d-b93e-2a7b07633cd2,9230,2024-03-20 23:39:45,1395.55,Travel,New York,Debit Card,0
52cb2e99-1b84-4038-b4c9-e823db78a23e,1373,2024-02-21 05:30:33,4923.27,Gas Station,Miami,PayPal,0
f4ff9c14-d775-4363-9d17-13a6c34b8734,5646,2024-07-16 01:08:00,3011.79,Online Purchase,San Francisco,Credit Card,0
8e13033a-c897-4f06-aef5-50e4add10d66,8762,2024-07-14 07:47:19,2350.67,Clothing,Seattle,PayPal,0
c3b412d3-0830-44c8-b7b8-54b00b56ea04,8773,2024-04-02 13:25:21,273.84,Fast Food,San Francisco,Credit Card,0
6f40b50e-169f-4e65-a3cb-574ed411b08f,3086,2024-02-01 20:10:26,1902.53,Luxury Goods,Seattle,Credit Card,0
4335107b-6048-4074-8334-cbcae39edfca,7457,2024-08-30 03:42:42,4249.07,Luxury Goods,Houston,PayPal,0
dc6fd2dc-0ef5-4a8b-9035-98dced27077b,9402,2024-04-13 01:43:20,1850.16,Luxury Goods,Houston,Credit Card,0
b0820803-6147-4d54-bf34-48995aecfef4,4478,2024-10-18 05:54:14,1482.57,Luxury Goods,Chicago,PayPal,0
e25b2525-900f-4957-8e35-ffe0cfb6082f,1265,2024-12-29 15:49:40,378.46,Luxury Goods,Miami,Debit Card,0
9bfcf03b-5d39-4b7f-be7c-06f5131465f8,7360,2024-06-03 14:31:24,4772.17,Fast Food,San Francisco,Debit Card,0
ee983409-7c03-418e-b12d-c84f841632eb,2644,2024-06-05 01:31:08,1175.98,Travel,Los Angeles,Bitcoin,0
